Ticker,Nom du fonds,Frais,Distribution,Réplication,ISIN
IE00BL58LL31.SG,Xtrackers USD Corporate Bond SRI PAB UCITS ETF 2C - EUR Hedged,"0,21%",Capitalisation,Échantillonnage,IE00BL58LL31
GB00B15KY328.SG,WisdomTree Silver,"0,49%",Capitalisation,Basée sur swap,GB00B15KY328
EQUA.PA,BNP Paribas Easy ESG Quality Europe UCITS ETF,"0,31%",Capitalisation,Basée sur swap non financé,LU1377382103
TELE.L,SPDR MSCI Europe Communication Services UCITS ETF,"0,18%",Capitalisation,Réplication complète,IE00BKWQ0N82
IE000389GTC0.SG,HSBC Global Sustainable Government Bond UCITS ETF C EUR Hedged,"0,15%",Capitalisation,Échantillonnage,IE000389GTC0
CBUS.SW,UBS Core BBG US Liquid Corp UCITS ETF USD dis,"0,06%",Distribution,Échantillonnage,LU1048316647
0FLE.L,iShares USD Floating Rate Bond UCITS ETF EUR Hedged,"0,12%",Distribution,Échantillonnage,IE00BF11F458
IE000VSFIC94.SG,iShares Broad USD High Yield Corporate Bond UCITS ETF EUR Hedged (Acc),"0,22%",Capitalisation,Échantillonnage,IE000VSFIC94
LU2037748345.SG,Amundi MSCI Smart Cities UCITS ETF - Acc,"0,35%",Capitalisation,Réplication complète,LU2037748345
XS2892963286.SG,HANetf The Royal Mint Responsibly Sourced Physical Gold EUR Hedged ETC,"0,35%",Capitalisation,Physiquement garanti,XS2892963286
XDUE.SW,Xtrackers MSCI EMU UCITS ETF 3C CHF hedged,"0,17%",Capitalisation,Réplication complète,LU1215828218
UB0F.L,UBS Core MSCI EMU UCITS ETF hGBP dis,"0,15%",Distribution,Réplication complète,LU1169819981
XUEN.L,Xtrackers MSCI USA Energy UCITS ETF 1D,"0,12%",Distribution,Réplication complète,IE00BCHWNS19
PRAP.DE,Amundi USD Corporate Bond UCITS ETF Acc,"0,07%",Capitalisation,Échantillonnage,LU2089239276
GLTP.L,Invesco UK Gilts UCITS ETF Dist,"0,06%",Distribution,Échantillonnage,IE00BG0TQC25
VALW.L,SPDR MSCI World Value UCITS ETF,"0,25%",Capitalisation,Réplication complète,IE00BJXRT813
DXJA.L,WisdomTree Japan Equity UCITS ETF USD Hedged Acc,"0,48%",Capitalisation,Échantillonnage optimisé,IE00BYQCZD50
XLES.L,Invesco US Energy Sector UCITS ETF,"0,14%",Capitalisation,Basée sur swap non financé,IE00B435CG94
EHLT.DE,Amundi STOXX Europe 600 Healthcare UCITS ETF Dist,"0,30%",Distribution,Basée sur swap non financé,LU2082997516
IE000LXEN6X4.SG,iShares EURO STOXX 50 ESG UCITS ETF EUR (Acc),"0,10%",Capitalisation,Réplication complète,IE000LXEN6X4
IE00BLLZQ805.SG,iShares Growth Portfolio UCITS ETF EUR (Acc),"0,25%",Capitalisation,Réplication complète,IE00BLLZQ805
IE000LSRKCB4.SG,Global X S&P 500 Quarterly Buffer UCITS ETF USD Accumulating,"0,50%",Capitalisation,Basée sur swap non financé,IE000LSRKCB4
PLAY.AS,iShares Digital Entertainment and Education UCITS ETF USD (Acc),"0,40%",Capitalisation,Réplication complète,IE00023EZQ82
TRAU.L,Invesco US Treasury Bond UCITS ETF Acc,"0,06%",Capitalisation,Échantillonnage,IE00BF2GFJ42
PASI.PA,Amundi PEA Chine (MSCI China) Screened UCITS ETF Acc,"0,65%",Capitalisation,Basée sur swap non financé,FR0011871078
EXXU.DE,iShares Dow Jones China Offshore 50 UCITS ETF (DE),"0,61%",Distribution,Réplication complète,DE000A0F5UE8
XAUS.L,Xtrackers S&P/ASX 200 UCITS ETF 1D,"0,50%",Distribution,Réplication complète,LU0328474803
PRAC.L,Invesco Preferred Shares UCITS ETF A,"0,50%",Capitalisation,Réplication complète,IE00BG482169
EEA.PA,BNP Paribas Easy FTSE EPRA/NAREIT Eurozone Capped UCITS ETF,"0,40%",Capitalisation,Réplication complète,LU0950381748
IE000XOQ9TK4.SG,Xtrackers MSCI Next Generation Internet Innovation UCITS ETF 1C 1C,"0,30%",Capitalisation,Réplication complète,IE000XOQ9TK4
HIWS.L,HSBC MSCI World Islamic Screened UCITS ETF USD (Acc),"0,30%",Capitalisation,Réplication complète,IE000X9FTI22
UD02.L,UBS Factor MSCI EMU Low Volatility UCITS ETF EUR dis,"0,25%",Distribution,Réplication complète,LU1215454460
WCOD.L,SPDR MSCI World Consumer Discretionary UCITS ETF,"0,30%",Capitalisation,Réplication complète,IE00BYTRR640
FTEK.L,Invesco KBW NASDAQ Fintech UCITS ETF Acc,"0,49%",Capitalisation,Basée sur swap non financé,IE00BYMS5W68
LEMB.L,Amundi J.P. Morgan USD Emerging Markets Bond UCITS ETF Dist,"0,25%",Distribution,Échantillonnage,LU1686830909
LDUK.L,L&G Quality Equity Dividends ESG Exclusions UK UCITS ETF,"0,25%",Distribution,Réplication complète,IE00BMYDM802
JREA.L,JPMorgan AC Asia Pacific ex Japan Research Enhanced Index Equity (ESG) UCITS ETF USD (acc),"0,40%",Capitalisation,Réplication complète,IE00BMDV7354
LQDH.SW,iShares USD Corporate Bond Interest Rate Hedged UCITS ETF,"0,25%",Distribution,Échantillonnage,IE00BCLWRB83
HWSC.L,HSBC MSCI World Small Cap Screened UCITS ETF USD (Acc),"0,25%",Capitalisation,Échantillonnage optimisé,IE000C692SN6
IE00BMDBMY19.SG,Invesco MSCI Emerging Markets ESG Universal Screened UCITS ETF Acc,"0,19%",Capitalisation,Réplication complète,IE00BMDBMY19
EXIC.DE,iShares Core DAX® UCITS ETF (DE) EUR (Dist),"0,16%",Distribution,Réplication complète,DE000A2QP331
U8NJ.DE,HANetf Sprott Junior Uranium Miners UCITS ETF USD Accumulating,"0,85%",Capitalisation,Réplication complète,IE00075IVKF9
32XG.DE,iShares iBonds Dec 2032 Term EUR Corporate UCITS ETF EUR (Dist),"0,12%",Distribution,Échantillonnage,IE0000MR4GH9
IEDL.L,iShares Edge MSCI Europe Value Factor UCITS ETF EUR (Dist),"0,25%",Distribution,Échantillonnage optimisé,IE00BG13YH41
IE0007HKA9K1.SG,L&G Global Brands UCITS ETF USD Acc,"0,39%",Capitalisation,Réplication complète,IE0007HKA9K1
BIODV.PA,BNP Paribas Easy ESG Eurozone Biodiversity Leaders PAB UCITS ETF,"0,35%",Capitalisation,Réplication complète,LU2446381555
IE000BUIVY49.SG,iShares EUR Corporate Bond Enhanced Active UCITS ETF (Acc),"0,20%",Capitalisation,Réplication complète,IE000BUIVY49
FTSE.PA,Amundi MSCI UK IMI SRI Climate Paris Aligned UCITS ETF - GBP (C),"0,18%",Capitalisation,Réplication complète,LU1437025296
ESVR.MI,WisdomTree Silver - EUR Daily Hedged,"0,49%",Capitalisation,Basée sur swap,JE00B5SV2703
XDJU.DE,Xtrackers DJE US Equity Research UCITS ETF 1C,"0,50%",Capitalisation,Réplication complète,IE00050EGWG5
LU2095995895.SG,UBS J.P. Morgan CNY China Gov 1-10 UCITS ETF USD acc,"0,33%",Capitalisation,Réplication complète,LU2095995895
JPNH.PA,Amundi Japan TOPIX II UCITS ETF EUR Hedged Dist,"0,45%",Distribution,Réplication complète,FR0011475078
USMO.L,First Trust US Momentum UCITS ETF Class A Accumulation,"0,60%",Capitalisation,Réplication complète,IE000CY30YV9
ALAU.L,Amundi MSCI Emerging Markets Latin America UCITS ETF USD,"0,20%",Capitalisation,Basée sur swap non financé,LU1681045297
HTWD.L,HSBC MSCI Taiwan Capped UCITS ETF USD,"0,50%",Distribution,Réplication complète,IE00B3S1J086
COPM.AS,iShares Copper Miners UCITS ETF USD (Acc),"0,55%",Capitalisation,Réplication complète,IE00063FT9K6
EJAH.PA,BNP Paribas Easy MSCI Japan Min TE UCITS ETF EUR Hedged,"0,16%",Capitalisation,Réplication complète,LU1481203070
CC1.PA,Amundi MSCI China Tech UCITS ETF EUR Acc,"0,55%",Capitalisation,Réplication complète,LU1681043912
LU2206597804.SG,UBS MSCI Europe Socially Responsible UCITS ETF EUR acc,"0,18%",Capitalisation,Réplication complète,LU2206597804
USHY.PA,Amundi USD High Yield Corporate Bond ESG UCITS ETF Dist,"0,25%",Distribution,Échantillonnage,LU1435356149
IFSU.L,iShares STOXX USA Equity Multifactor UCITS ETF USD (Acc),"0,20%",Capitalisation,Échantillonnage optimisé,IE00BZ0PKS76
DPYE.L,iShares Developed Markets Property Yield UCITS ETF EUR Hedged (Acc),"0,64%",Capitalisation,Échantillonnage optimisé,IE00BDZVHD04
TRV.PA,Amundi STOXX Europe 600 Consumer Discretionary UCITS ETF Acc,"0,30%",Capitalisation,Basée sur swap non financé,LU1834988781
HMCX.L,HSBC FTSE 250 UCITS ETF GBP,"0,09%",Distribution,Réplication complète,IE00B64PTF05
UC98.L,UBS BBG MSCI US Liquid Corp Sustainable UCITS ETF USD dis,"0,13%",Distribution,Échantillonnage,LU1215461085
LU2244387887.SG,BNP Paribas Easy ESG Growth Europe UCITS ETF Acc,"0,31%",Capitalisation,Basée sur swap non financé,LU2244387887
EVOE.PA,BNP Paribas Easy ESG Low Volatility Europe UCITS ETF,"0,31%",Capitalisation,Basée sur swap non financé,LU1377381717
JPHE.PA,Amundi JPX Nikkei 400 UCITS ETF Daily Hedged EUR (C),"0,18%",Capitalisation,Basée sur swap non financé,LU1681039134
TRGB.L,Invesco US Treasury Bond UCITS ETF GBP Hedged Dist,"0,10%",Distribution,Échantillonnage,IE00BF2GFM70
GENDES.SW,UBS Global Gender Equality UCITS ETF hCHF acc,"0,23%",Capitalisation,Réplication complète,IE00BDR5H412
IE00BMVB5S82.SG,Vanguard LifeStrategy 80% Equity UCITS ETF Distributing,"0,25%",Distribution,Réplication complète,IE00BMVB5S82
IE00028H9QJ8.SG,Xtrackers USD Corporate Green Bond UCITS ETF 1C EUR Hedged,"0,25%",Capitalisation,Échantillonnage optimisé,IE00028H9QJ8
JPHU.PA,Amundi JPX Nikkei 400 UCITS ETF Daily Hedged USD,"0,18%",Capitalisation,Basée sur swap non financé,LU1681039217
BJL9.DE,BNP Paribas Easy JPM ESG EMU Government Bond IG 5-7Y UCITS ETF (Acc),"0,08%",Capitalisation,Réplication complète,LU2993392898
29ID.AS,iShares iBonds Dec 2029 Term USD Corporate UCITS ETF USD (Dist),"0,12%",Distribution,Échantillonnage,IE000Y247W99
IE000U99N3V1.SG,iShares iBonds Dec 2025 Term USD Treasury UCITS ETF USD (Acc),"0,10%",Capitalisation,Échantillonnage,IE000U99N3V1
LU2090063327.SG,Amundi MSCI Semiconductors UCITS ETF Dist,"0,35%",Distribution,Réplication complète,LU2090063327
HDRO.L,VanEck Hydrogen Economy UCITS ETF,"0,55%",Capitalisation,Réplication complète,IE00BMDH1538
JUNQ.L,First Trust Vest Nasdaq-100® Moderate Buffer UCITS ETF - June Class A Accumulation,"0,90%",Capitalisation,Réplication complète,IE000HFBJ0U0
FCSG.L,First Trust Global Capital Strength ESG Leaders UCITS ETF Class A Accumulation,"0,75%",Capitalisation,Réplication complète,IE00BKPSPT20
HIPS.L,HSBC MSCI Europe Islamic Screened UCITS ETF EUR (Acc),"0,30%",Capitalisation,Réplication complète,IE000AGFZM58
MXEU.L,Invesco MSCI Europe UCITS ETF,"0,19%",Capitalisation,Basée sur swap non financé,IE00B60SWY32
WEXF.DE,Amundi MSCI World Ex USA UCITS ETF Dist,"0,15%",Distribution,Réplication complète,IE0009BI8Z04
CH0558875933.SG,AMINA Bitcoin ETP,"0,75%",Capitalisation,Physiquement garanti,CH0558875933
MMLP.MI,HANetf Alerian Midstream Energy Dividend UCITS ETF Dist,"0,49%",Distribution,Réplication complète,IE00BKPTXQ89
JRWU.L,JPMorgan All Country Research Enhanced Index Equity Active UCITS ETF USD (dist),"0,25%",Distribution,Réplication complète,IE000JLILKH0
DFNC.DE,iShares Europe Defence UCITS ETF EUR (Acc),"0,35%",Capitalisation,Réplication complète,IE000IAXNM41
CRRY.L,WisdomTree Enhanced Commodity Carry,"0,40%",Capitalisation,Basée sur swap,XS3022291473
LUXU.PA,Amundi ETF S&P Global Luxury UCITS ETF USD,"0,25%",Capitalisation,Basée sur swap non financé,LU1681048713
XZEP.DE,Xtrackers MSCI Europe ESG UCITS ETF 1D,"0,18%",Distribution,Réplication complète,IE0004ZJGWT9
HIEM.L,HSBC MSCI EMERGING MARKETS ISLAMIC SCREENED CAPPED UCITS ETF USD (Acc),"0,35%",Capitalisation,Réplication complète,IE0009BC6K22
LVLE.MI,Invesco Global Active Defensive ESG Equity UCITS ETF EUR PfHdg Acc,"0,30%",Capitalisation,Réplication complète,IE000XIBT2R7
10AJ.DE,Amundi Index FTSE EPRA NAREIT Global UCITS ETF DR EUR (D),"0,24%",Distribution,Réplication complète,LU1737652823
IE00091SR7N7.SG,iShares Global High Yield Corporate Bond UCITS ETF EUR Hedged (Acc),"0,55%",Capitalisation,Échantillonnage,IE00091SR7N7
XDNE.DE,Xtrackers MSCI Japan Screened UCITS ETF 3C - EUR Hedged,"0,25%",Capitalisation,Réplication complète,IE00BRB36B93
LU2099992260.SG,UBS BBG MSCI Global Liquid Corp Sustainable UCITS ETF hEUR acc,"0,16%",Capitalisation,Échantillonnage,LU2099992260
SMUA.AS,iShares MSCI EMU SRI UCITS ETF EUR (Acc),"0,20%",Capitalisation,Réplication complète,IE00BJLKK341
XDPC.SW,Xtrackers S&P 500 UCITS ETF 3C CHF hedged,"0,20%",Capitalisation,Réplication complète,IE00B8KMSQ34
MSEX.L,Amundi EURO STOXX 50 II UCITS ETF GBP Hedged Acc,"0,20%",Capitalisation,Réplication complète,FR0012399772
IE000PA766T7.SG,Invesco EUR Corporate Bond ESG Short Duration Multi-Factor UCITS ETF Acc,"0,15%",Capitalisation,Réplication complète,IE000PA766T7
PSRM.L,Invesco FTSE RAFI Emerging Markets UCITS ETF,"0,49%",Distribution,Réplication complète,IE00B23D9570
CHSI.DE,UBS MSCI World ex USA UCITS ETF USD acc,"0,14%",Capitalisation,Échantillonnage optimisé,LU2807512947
IE000CYTPBT0.SG,Invesco Bloomberg Commodity Carbon Tilted UCITS ETF,"0,35%",Capitalisation,Basée sur swap non financé,IE000CYTPBT0
CBND.L,Goldman Sachs Access China Government Bond UCITS ETF USD (Dist),"0,24%",Distribution,Échantillonnage,IE00BJSBCS90
PR1P.DE,Amundi USD Corporate Bond UCITS ETF Dist,"0,07%",Distribution,Échantillonnage,LU2037749152
GFA.L,VanEck Global Fallen Angel High Yield Bond UCITS ETF,"0,40%",Capitalisation,Échantillonnage,IE00BF540Z61
LU1650492256.SG,Amundi FTSE 100 UCITS ETF Dist,"0,14%",Distribution,Basée sur swap non financé,LU1650492256
ZPRL.DE,SPDR EURO STOXX Low Volatility UCITS ETF EUR,"0,30%",Capitalisation,Réplication complète,IE00BFTWP510
IE00BYTH5602.SG,SPDR Bloomberg U.S. High Yield Corporate Scored UCITS ETF EUR Hedged (Acc),"0,35%",Capitalisation,Échantillonnage,IE00BYTH5602
EWRD.PA,BNP Paribas Easy MSCI World SRI S-Series PAB 5% Capped UCITS ETF USD Acc,"0,26%",Capitalisation,Réplication complète,LU1291108642
USPG.L,UBS Core S&P 500 UCITS ETF hGBP dis,"0,06%",Distribution,Réplication complète,IE00BD34DL14
HSAS.L,HSBC ASIA PACIFIC EX JAPAN SCREENED EQUITY UCITS ETF USD (Dist),"0,25%",Distribution,Réplication complète,IE000P1WR081
IE000J6CHW80.SG,VanEck US Fallen Angel High Yield Bond UCITS ETF A,"0,35%",Capitalisation,Échantillonnage optimisé,IE000J6CHW80
LU2402389261.SG,Amundi MSCI Pacific Ex Japan SRI Climate Paris Aligned UCITS ETF DR - EUR (D),"0,45%",Distribution,Réplication complète,LU2402389261
IE000QVYFUT7.SG,Xtrackers India Government Bond UCITS ETF 1C 1C,"0,33%",Capitalisation,Réplication complète,IE000QVYFUT7
IE000YZIVX22.SG,Franklin Catholic Principles Emerging Markets Sovereign Debt UCITS ETF,"0,35%",Capitalisation,Réplication complète,IE000YZIVX22
IE00BKKCKJ46.SG,JPMorgan Global High Yield Corporate Bond Multi-Factor UCITS ETF (acc),"0,35%",Capitalisation,Réplication complète,IE00BKKCKJ46
IE00BMQ5Y557.SG,Tabula Global IG Credit Curve Steepener UCITS ETF (EUR) Acc,"0,40%",Capitalisation,Basée sur swap,IE00BMQ5Y557
EMDA.SW,SPDR Bloomberg Emerging Markets Local Bond UCITS ETF,"0,55%",Capitalisation,Échantillonnage,IE00BFWFPY67
UC63.L,UBS MSCI United Kingdom UCITS ETF GBP dis,"0,20%",Distribution,Réplication complète,LU0937836467
100H.PA,Amundi FTSE 100 UCITS ETF EUR Hedged Acc,"0,30%",Capitalisation,Basée sur swap non financé,LU1650492330
GSXG.DE,Goldman Sachs Global Green Bond UCITS ETF EUR Hedged (Dist),"0,22%",Distribution,Réplication complète,IE000L0X6L81
STEA.L,PIMCO US Short-Term High Yield Corporate Bond UCITS ETF EUR Hedged Acc,"0,60%",Capitalisation,Échantillonnage,IE00BD26N851
SUWU.SW,iShares MSCI World SRI UCITS ETF USD Hedged (Dist),"0,23%",Distribution,Réplication complète,IE00BMZ17X30
ISUH.PA,Amundi Label ISR Actions USA UCITS ETF EUR Hedged Acc,"0,22%",Capitalisation,Réplication complète,FR001400SDO6
XDEX.L,Xtrackers MSCI Emerging Markets ex China UCITS ETF 1C,"0,16%",Capitalisation,Réplication complète,IE00BM67HJ62
MA35.PA,Amundi Euro Highest Rated Macro-Weighted Government Bond 3-5Y UCITS ETF Acc,"0,17%",Capitalisation,Réplication complète,LU1829219713
XS3R.L,Xtrackers MSCI Europe Consumer Staples Screened UCITS ETF 1C 1C,"0,17%",Capitalisation,Réplication complète,LU0292105359
IE000GEHNQU9.SG,Amundi S&P Global Information Technology ESG UCITS ETF DR EUR (D),"0,18%",Distribution,Réplication complète,IE000GEHNQU9
MLPS.L,Invesco Morningstar US Energy Infrastructure MLP UCITS ETF Acc,"0,50%",Capitalisation,Basée sur swap non financé,IE00B94ZB998
EPRE.PA,Amundi FTSE EPRA Europe Real Estate UCITS ETF EUR (C),"0,30%",Capitalisation,Basée sur swap non financé,LU1681039480
IFRB.L,iShares France Government Bond UCITS ETF EUR (Dist),"0,20%",Distribution,Échantillonnage,IE00B7LGZ558
DE000A4AER62.SG,Bitwise Core Bitcoin ETP,"0,20%",Capitalisation,Physiquement garanti,DE000A4AER62
XUHG.L,Xtrackers USD High Yield Corporate Bond UCITS ETF 4D GBP Hedged,"0,25%",Distribution,Échantillonnage,IE00BG04LV15
DE000A3GSUE1.SG,VanEck TRON ETN,"1,50%",Capitalisation,Physiquement garanti,DE000A3GSUE1
HPRS.L,HSBC FTSE EPRA NAREIT Developed UCITS ETF USD (Acc),"0,24%",Capitalisation,Réplication complète,IE000G6GSP88
FASE.L,Invesco FTSE All Share Screened & Tilted UCITS ETF Dist,"0,12%",Distribution,Réplication complète,IE00BN7J5Z03
XRH0.L,Xtrackers Physical Rhodium ETC,"0,95%",Capitalisation,Physiquement garanti,GB00B684MW17
HEMV.L,HSBC MSCI Emerging Markets Value Screened UCITS ETF USD (Acc),"0,35%",Capitalisation,Réplication complète,IE000NVVIF88
IMBE.AS,iShares US Mortgage Backed Securities UCITS ETF EUR Hedged (Acc),"0,30%",Capitalisation,Échantillonnage,IE00BKP5L409
XSLE.DE,Xtrackers IE Physical Silver EUR Hedged ETC Securities,"0,73%",Capitalisation,Physiquement garanti,DE000A2UDH55
ISFE.L,iShares MSCI AC Far East ex-Japan Small Cap UCITS ETF,"0,74%",Distribution,Échantillonnage optimisé,IE00B2QWDR12
ECOP.MI,WisdomTree Copper - EUR Daily Hedged,"0,49%",Capitalisation,Basée sur swap,JE00B4PDKD43
GENY.L,Amundi MSCI Millennials UCITS ETF Acc,"0,45%",Capitalisation,Réplication complète,LU2023678449
HMES.L,HSBC MSCI Europe UCITS ETF EUR (Acc),"0,10%",Capitalisation,Réplication complète,IE000ZQOIPB1
IE00BF2FNJ76.SG,Invesco US Treasury Bond 1-3 Year UCITS ETF EUR Hedged Dist,"0,10%",Distribution,Échantillonnage,IE00BF2FNJ76
SPSA.DE,SPDR MSCI All Country World Investable Market UCITS ETF (Dist),"0,17%",Distribution,Échantillonnage optimisé,IE000DD75KQ5
JPBM.L,JPMorgan USD Emerging Markets Sovereign Bond UCITS ETF - USD (Dist),"0,39%",Distribution,Échantillonnage,IE00BDFC6G93
IAEA.AS,iShares AEX UCITS ETF EUR (Acc),"0,30%",Capitalisation,Réplication complète,IE00BMTX2B82
34GI.DE,iShares iBonds Dec 2034 Term EUR Corporate UCITS ETF EUR (Dist),"0,12%",Distribution,Échantillonnage,IE000SBJO6L2
GNOV.L,First Trust Vest U.S. Equity Moderate Buffer UCITS ETF - November Class A Accumulation,"0,85%",Capitalisation,Réplication complète,IE000OJ31JQ4
DHS.L,WisdomTree US Equity Income UCITS ETF,"0,29%",Distribution,Réplication complète,IE00BQZJBQ63
LU2469465822.SG,Xtrackers MSCI China A Screened Swap UCITS ETF 1C 1C,"0,29%",Capitalisation,Basée sur swap non financé,LU2469465822
FREM.L,Franklin Emerging Markets UCITS ETF,"0,45%",Capitalisation,Réplication complète,IE00BF2B0K52
ELLE.PA,Amundi Global Gender Equality UCITS ETF Acc,"0,20%",Capitalisation,Réplication complète,LU1691909508
LDAP.MI,L&G Quality Equity Dividends ESG Exclusions Asia Pacific ex-Japan UCITS ETF,"0,40%",Distribution,Échantillonnage optimisé,IE00BMYDMB35
PEMD.L,Invesco Emerging Markets USD Bond UCITS ETF Dist,"0,25%",Distribution,Échantillonnage,IE00BF51K132
TR7A.DE,Invesco US Treasury Bond 3-7 Year UCITS ETF Acc,"0,06%",Capitalisation,Échantillonnage,IE00BF2FNR50
XUEB.L,Xtrackers II J.P. Morgan USD Emerging Markets Bond UCITS ETF 2C,"0,25%",Capitalisation,Échantillonnage,LU1920015440
XAD3.DE,Xtrackers Physical Platinum EUR Hedged ETC,"0,75%",Capitalisation,Physiquement garanti,DE000A1EK0H1
IX5A.AS,iShares EUR Corporate Bond ex-Financials 1-5yr ESG SRI UCITS ETF EUR (Acc),"0,20%",Capitalisation,Échantillonnage,IE00BKT6BH25
VSCF.MI,Vanguard EUR Corporate 1-3 Years Bond UCITS ETF EUR Accumulating,"0,09%",Capitalisation,Échantillonnage,IE00BH04FZ00
HSDS.L,HSBC DEVELOPED WORLD SCREENED EQUITY UCITS ETF USD (Dist),"0,18%",Distribution,Réplication complète,IE000ZGT8JM8
USIH.PA,Amundi USD Corporate Bond Climate Paris Aligned UCITS ETF EUR Hedged Dist,"0,20%",Distribution,Échantillonnage,LU1285960032
ISRC.PA,Amundi Label ISR Credit EUR UCITS ETF Acc,"0,25%",Capitalisation,Réplication complète,FR001400SDP3
ESPS.L,Invesco MSCI Pacific Ex Japan Universal Screened UCITS ETF Acc,"0,19%",Capitalisation,Réplication complète,IE00BMDBMT65
IQSD.MI,Invesco Global Active ESG Equity UCITS ETF EUR PfHdg Dist,"0,30%",Distribution,Réplication complète,IE0008YN55P8
EMSR.PA,BNP Paribas Easy MSCI Emerging SRI S-Series PAB 5% Capped UCITS ETF USD Acc,"0,31%",Capitalisation,Réplication complète,LU1291098314
S6X0.DE,Invesco EURO STOXX 50 UCITS ETF Dist,"0,05%",Distribution,Basée sur swap non financé,IE00B5B5TG76
ID31.L,iShares iBonds Dec 2031 Term USD Corporate UCITS ETF USD (Acc),"0,12%",Capitalisation,Échantillonnage,IE00019EG7X4
IE000I8IKC59.SG,Invesco MSCI Japan ESG Climate Paris Aligned UCITS ETF Acc,"0,15%",Capitalisation,Réplication complète,IE000I8IKC59
IE00BL6K8C82.SG,iShares MSCI Europe Paris-Aligned Climate UCITS ETF EUR (Acc),"0,15%",Capitalisation,Réplication complète,IE00BL6K8C82
GCOR.DE,Franklin Sustainable Euro Green Corporate 1-5 Year UCITS ETF (Acc),"0,18%",Capitalisation,Réplication complète,IE0006K7DEL9
