Ticker,Nom du fonds,Frais,Distribution,Réplication,ISIN,Annualised_Tracking_Difference
EMBC.SW,iShares J.P. Morgan USD EM Bond CHF Hedged UCITS ETF (Dist),"0,50%",Distribution,Échantillonnage,IE00B9M04V95,-0.2219999999999999
CEBH.DE,iShares iBonds Dec 2025 Term EUR Corporate UCITS ETF EUR (Dist),"0,12%",Distribution,Échantillonnage,IE000NXQKHU1,-0.020000000000000018
CYBA.AS,iShares China CNY Bond UCITS ETF USD (Acc),"0,35%",Capitalisation,Réplication complète,IE00BKPSFD61,-0.29399999999999976
EXV6.DE,iShares STOXX Europe 600 Basic Resources UCITS ETF (DE),"0,46%",Distribution,Réplication complète,DE000A0F5UK5,-0.25
29GI.DE,iShares iBonds Dec 2029 Term EUR Corporate UCITS ETF EUR (Dist),"0,12%",Distribution,Échantillonnage,IE000IHURBR0,-0.08999999999999986
EXV2.DE,iShares STOXX Europe 600 Telecommunications UCITS ETF (DE),"0,47%",Distribution,Réplication complète,DE000A0H08R2,0.0759999999999991
ISUS.L,iShares MSCI USA Islamic UCITS ETF,"0,30%",Distribution,Échantillonnage optimisé,IE00B296QM64,-0.21200000000000047
IGLE.AS,iShares Global Government Bond UCITS ETF EUR Hedged (Dist),"0,25%",Distribution,Échantillonnage,IE00BKT6FT27,0.4520000000000003
CYBE.AS,iShares China CNY Bond UCITS ETF EUR Hedged (Acc),"0,40%",Capitalisation,Réplication complète,IE00BKT6VQ12,3.15
ID29.L,iShares iBonds Dec 2029 Term USD Corporate UCITS ETF USD (Acc),"0,12%",Capitalisation,Échantillonnage,IE000QJMYB29,0.0
EXH3.DE,iShares STOXX Europe 600 Food & Beverage UCITS ETF (DE),"0,46%",Distribution,Réplication complète,DE000A0H08H3,-0.22400000000000003
IUQD.L,iShares Edge MSCI USA Quality Factor UCITS ETF USD (Dist),"0,20%",Distribution,Réplication complète,IE00BF2QSQ20,0.01799999999999784
CSKR.SW,iShares MSCI Korea UCITS ETF (Acc),"0,65%",Capitalisation,Réplication complète,IE00B5W4TY14,-0.6399999999999999
BLKC.AS,iShares Blockchain Technology UCITS ETF USD (Acc),"0,50%",Capitalisation,Réplication complète,IE000RDRMSD1,-0.6199999999999974
AYEP.DE,iShares Asia Property Yield UCITS ETF USD (Acc),"0,59%",Capitalisation,Réplication complète,IE00BGDPWV87,-0.434
MVEA.DE,iShares Edge MSCI USA Minimum Volatility Advanced UCITS ETF,"0,20%",Capitalisation,Échantillonnage optimisé,IE00BKVL7331,0.27800000000000014
EXV5.DE,iShares STOXX Europe 600 Automobiles & Parts UCITS ETF (DE) EUR (Dist),"0,46%",Distribution,Réplication complète,DE000A0Q4R28,0.22400000000000092
WQDA.AS,iShares MSCI World Quality Dividend Advanced UCITS ETF USD (Acc),"0,38%",Capitalisation,Réplication complète,IE00BKPSFC54,0.007999999999998408
IPXJ.L,iShares MSCI Pacific ex-Japan UCITS ETF (Dist),"0,60%",Distribution,Réplication complète,IE00B4WXJD03,-0.7820000000000007
ID30.L,iShares iBonds Dec 2030 Term USD Corporate UCITS ETF USD (Acc),"0,12%",Capitalisation,Échantillonnage,IE0008TDJ461,-0.04999999999999982
ISFR.L,iShares MSCI France UCITS ETF,"0,25%",Capitalisation,Réplication complète,IE00BP3QZJ36,0.902000000000001
SDEU.L,iShares Germany Government Bond UCITS ETF (Dist),"0,20%",Distribution,Échantillonnage,IE00B5V94313,-0.12399999999999985
EXHC.DE,iShares eb.rexx Government Germany 2.5-5.5yr UCITS ETF (DE),"0,16%",Distribution,Échantillonnage,DE0006289481,-0.1299999999999999
SJPD.AS,iShares Core MSCI Japan IMI UCITS ETF USD (Dist),"0,12%",Distribution,Échantillonnage optimisé,IE00BFM15T99,-0.13800000000000096
EMUU.L,iShares MSCI EMU USD Hedged UCITS ETF (Acc),"0,38%",Capitalisation,Réplication complète,IE00BWZN1T31,0.25
IE000L5NW549.SG,iShares MSCI World Momentum Factor Advanced UCITS ETF USD (Acc),"0,25%",Capitalisation,Réplication complète,IE000L5NW549,-0.28666666666666646
WIAU.L,iShares Fallen Angels High Yield Corporate Bond UCITS ETF USD (Acc),"0,50%",Capitalisation,Échantillonnage,IE00BDFJYP58,-0.4239999999999995
EXXV.DE,iShares Dow Jones Eurozone Sustainability Screened UCITS ETF (DE),"0,43%",Distribution,Réplication complète,DE000A0F5UG3,0.33400000000000035
IOGP.L,iShares Oil & Gas Exploration & Production UCITS ETF,"0,55%",Capitalisation,Réplication complète,IE00B6R51Z18,-0.4939999999999998
IASP.L,iShares Asia Property Yield UCITS ETF,"0,59%",Distribution,Réplication complète,IE00B1FZS244,-0.43599999999999994
RBOD.L,iShares Automation & Robotics UCITS ETF,"0,40%",Distribution,Échantillonnage optimisé,IE00BYWZ0333,-0.36200000000000043
2B7B.DE,iShares S&P 500 Materials Sector UCITS ETF USD (Acc),"0,15%",Capitalisation,Réplication complète,IE00B4MKCJ84,0.38799999999999957
IAAA.L,iShares Global AAA-AA Government Bond UCITS ETF (Dist),"0,20%",Distribution,Échantillonnage,IE00B87G8S03,-0.15399999999999991
R1VL.L,iShares Russell 1000 Value UCITS ETF USD (Acc),"0,18%",Capitalisation,Réplication complète,IE0002EKOXU6,-0.22000000000000064
EXV3.DE,iShares STOXX Europe 600 Technology UCITS ETF (DE) EUR (Dist),"0,46%",Distribution,Réplication complète,DE000A0H08Q4,-0.6260000000000006
IE0007UPSEA3.SG,iShares iBonds Dec 2026 Term USD Corporate UCITS ETF USD (Dist),"0,12%",Distribution,Échantillonnage,IE0007UPSEA3,-0.08000000000000007
EXHF.DE,iShares Euro Government Bond Capped 1.5-10.5yr UCITS ETF (DE),"0,15%",Distribution,Échantillonnage,DE000A0H0785,-0.09399999999999978
UKRE.L,iShares MSCI Target UK Real Estate UCITS ETF,"0,40%",Distribution,Réplication complète,IE00BRHZ0398,-0.26
0Y3O.L,iShares Global High Yield Corp Bond CHF Hedged UCITS ETF (Dist),"0,55%",Distribution,Échantillonnage,IE00B988C465,-0.33000000000000007
EXX7.DE,iShares Nikkei 225 UCITS ETF (DE),"0,51%",Distribution,Réplication complète,DE000A0H08D2,2.2060000000000004
EXH7.DE,iShares STOXX Europe 600 Personal & Household Goods UCITS ETF (DE),"0,46%",Distribution,Réplication complète,DE000A0H08N1,-0.30799999999999983
METL.AS,iShares Essential Metals Producers UCITS ETF USD (Acc),"0,55%",Capitalisation,Échantillonnage optimisé,IE000ROSD5J6,-0.5599999999999996
GILG.L,iShares Global Inflation Linked Government Bond UCITS ETF GBP Hedged (Dist),"0,20%",Distribution,Échantillonnage,IE00BMDBML89,-1.3066666666666669
SHLD.L,iShares Digital Security UCITS ETF USD (Dist),"0,40%",Distribution,Échantillonnage optimisé,IE00BG0J4841,-0.20400000000000063
IE000SE6KPV2.SG,iShares EUR Corporate Bond ESG Paris-Aligned Climate UCITS ETF EUR (Acc),"0,15%",Capitalisation,Échantillonnage,IE000SE6KPV2,-0.20333333333333345
OM3M.DE,iShares USD Treasury Bond 3-7 UCITS ETF USD (Dist),"0,07%",Distribution,Échantillonnage,IE00BFXYHY63,-0.0040000000000000036
UMDV.AS,iShares US Medical Devices UCITS ETF USD (Acc),"0,25%",Capitalisation,Réplication complète,IE00BMX0DF60,-0.05333333333333338
OMXS.L,iShares OMX Stockholm Capped UCITS ETF,"0,10%",Capitalisation,Réplication complète,IE00BD3RYZ16,1.260000000000001
EXA1.AS,iShares EURO STOXX Banks 30-15 UCITS ETF (DE) EUR (Acc),"0,52%",Capitalisation,Réplication complète,DE000A2QP372,1.6066666666666645
IE0009JOT9U1.SG,iShares Physical Gold EUR Hedged ETC,"0,25%",Capitalisation,Physiquement garanti,IE0009JOT9U1,-0.5166666666666705
WFNS.AS,iShares MSCI World Financials Sector Advanced UCITS ETF USD (Dist),"0,18%",Distribution,Réplication complète,IE00BJ5JP097,0.29999999999999716
ESIE.L,iShares MSCI Europe Energy Sector UCITS ETF EUR (Acc),"0,18%",Capitalisation,Réplication complète,IE00BMW42637,0.6399999999999993
IE00BMCZLH06.SG,iShares USD Development Bank Bonds UCITS ETF EUR Hedged (Acc),"0,18%",Capitalisation,Échantillonnage,IE00BMCZLH06,-2.403333333333333
0MUL.L,iShares MSCI EMU Large Cap UCITS ETF,"0,49%",Capitalisation,Réplication complète,IE00BCLWRF22,0.16400000000000148
BRIC.SW,iShares BIC 50 UCITS ETF USD (Dist),"0,74%",Distribution,Réplication complète,IE00B1W57M07,-0.716
IE000CR3ZDF9.SG,iShares EUR Aggregate Bond ESG SRI UCITS ETF EUR (Acc),"0,16%",Capitalisation,Échantillonnage,IE000CR3ZDF9,-0.15000000000000036
IE00B1XNH568.SG,iShares FTSE MIB UCITS ETF EUR (Dist),"0,35%",Distribution,Réplication complète,IE00B1XNH568,1.7160000000000024
SRSA.L,iShares MSCI South Africa UCITS ETF,"0,65%",Capitalisation,Réplication complète,IE00B52XQP83,-0.4120000000000005
IWVU.L,iShares Edge MSCI World Value Factor UCITS ETF USD (Dist),"0,25%",Distribution,Échantillonnage optimisé,IE00BFYTYS33,0.12399999999999807
EXW3.DE,iShares STOXX Europe 50 UCITS ETF (DE),"0,52%",Distribution,Réplication complète,DE0005933949,-0.27800000000000014
IFSD.L,iShares STOXX Europe Equity Multifactor UCITS ETF EUR (Dist),"0,25%",Distribution,Échantillonnage optimisé,IE00BG13YL86,-0.18600000000000136
IE000T9EOCL3.SG,iShares MSCI World Small Cap ESG Enhanced CTB UCITS ETF USD (Acc),"0,35%",Capitalisation,Échantillonnage optimisé,IE000T9EOCL3,0.04333333333333419
WPAD.AS,iShares MSCI World Paris-Aligned Climate UCITS ETF USD (Dist),"0,20%",Distribution,Réplication complète,IE00BN92ZL31,-0.006666666666667709
EMUC.SW,iShares MSCI EMU CHF Hedged UCITS ETF (Acc),"0,38%",Capitalisation,Réplication complète,IE00BWK1SP74,0.28200000000000214
INRA.AS,iShares Global Clean Energy Transition UCITS ETF USD (Acc),"0,65%",Capitalisation,Réplication complète,IE000U58J0M1,-0.2133333333333335
IUVE.AS,iShares MSCI USA Value Factor Advanced UCITS ETF USD (Acc),"0,20%",Capitalisation,Réplication complète,IE000OKVTDF7,0.2066666666666658
SECD.DE,iShares EUR Government Bond Climate UCITS ETF EUR (Dist),"0,09%",Distribution,Échantillonnage optimisé,IE00BLDGH447,-0.06999999999999999
30ID.SW,iShares iBonds Dec 2030 Term USD Corporate UCITS ETF USD (Dist),"0,12%",Distribution,Échantillonnage,IE000BZXJJ24,-0.04999999999999982
EXXX.DE,iShares ATX UCITS ETF (DE),"0,32%",Distribution,Réplication complète,DE000A0D8Q23,8.404
IE00BJ5JP329.SG,iShares MSCI World Consumer Staples Sector Advanced UCITS ETF USD (Dist),"0,18%",Distribution,Réplication complète,IE00BJ5JP329,0.08200000000000003
SPMD.L,iShares Edge S&P 500 Minimum Volatility UCITS ETF USD (Dist),"0,20%",Distribution,Échantillonnage optimisé,IE00BD93YH54,-0.7639999999999987
CEB1.DE,iShares EUR Government Bond 20yr Target Duration UCITS ETF EUR (Acc),"0,15%",Capitalisation,Échantillonnage,IE000GHXL2Q3,0.10000000000000142
IQQ5.DE,iShares MSCI Turkey UCITS ETF,"0,74%",Distribution,Réplication complète,IE00B1FZS574,-1.1120000000000005
MTAV.AS,iShares Metaverse UCITS ETF USD (Acc),"0,50%",Capitalisation,Réplication complète,IE000RN58M26,-0.5
IE00BGDQ0V72.SG,iShares MSCI Japan SRI UCITS ETF USD (Dist),"0,20%",Distribution,Réplication complète,IE00BGDQ0V72,-0.23200000000000073
IUVD.L,iShares Edge MSCI USA Value Factor UCITS ETF USD (Dist),"0,20%",Distribution,Réplication complète,IE00BFF5RX68,0.3759999999999991
IPRA.AS,iShares Listed Private Equity UCITS ETF USD (Acc),"0,75%",Capitalisation,Réplication complète,IE000D8FCSD8,-0.2066666666666658
WINC.AS,iShares World Equity High Income UCITS ETF USD (Dist),"0,35%",Distribution,Réplication complète,IE000KJPDY61,-1.9300000000000015
WOOD.L,iShares Global Timber & Forestry UCITS ETF,"0,65%",Distribution,Réplication complète,IE00B27YCF74,-0.32999999999999974
IE00BMDBMN04.SG,iShares EUR Green Bond UCITS ETF EUR (Dist),"0,20%",Distribution,Échantillonnage,IE00BMDBMN04,-0.18000000000000002
IE000WIQIPT2.SG,iShares USD TIPS 0-5 UCITS ETF EUR Hedged (Dist),"0,12%",Distribution,Échantillonnage,IE000WIQIPT2,-2.19
HLQD.L,iShares USD Corporate Bond Interest Rate Hedged UCITS ETF USD (Acc),"0,25%",Capitalisation,Échantillonnage,IE00BZ173W74,-0.4280000000000001
IUHE.AS,iShares S&P 500 Health Care Sector UCITS ETF EUR Hedged (Dist),"0,18%",Distribution,Réplication complète,IE00BMBKBZ46,-2.5340000000000003
PCEL.AS,iShares MSCI Pacific ex-Japan ESG Enhanced CTB UCITS ETF USD (Acc),"0,20%",Capitalisation,Échantillonnage optimisé,IE00BMDBMK72,-0.23999999999999963
WHCA.AS,iShares MSCI World Health Care Sector Advanced UCITS ETF USD (Acc),"0,18%",Capitalisation,Réplication complète,IE0009QS7W62,-0.06666666666666665
EXH2.DE,iShares STOXX Europe 600 Financial Services UCITS ETF (DE),"0,46%",Distribution,Réplication complète,DE000A0H08G5,-0.21000000000000227
IE00BG0J4B71.SG,iShares Broad EUR High Yield Corporate Bond UCITS ETF EUR (Dist),"0,20%",Distribution,Échantillonnage optimisé,IE00BG0J4B71,0.16666666666666666
CBUY.DE,iShares MSCI ACWI SRI UCITS ETF USD (Acc),"0,20%",Capitalisation,Réplication complète,IE000JTPK610,-0.009999999999999787
CSMXCP.SW,iShares MSCI Mexico Capped UCITS ETF (Acc),"0,65%",Capitalisation,Réplication complète,IE00B5WHFQ43,-1.269999999999999
EXI5.DE,iShares STOXX Europe 600 Real Estate UCITS ETF (DE),"0,46%",Distribution,Réplication complète,DE000A0Q4R44,-0.27
EXX6.DE,iShares eb.rexx Government Germany 10.5+yr UCITS ETF (DE),"0,16%",Distribution,Échantillonnage,DE000A0D8Q31,-0.09199999999999875
EXV9.DE,iShares STOXX Europe 600 Travel & Leisure UCITS ETF (DE),"0,46%",Distribution,Réplication complète,DE000A0H08S0,-0.9299999999999983
EXV7.DE,iShares STOXX Europe 600 Chemicals UCITS ETF (DE),"0,46%",Distribution,Réplication complète,DE000A0H08E0,-0.1739999999999995
IE000VSFIC94.SG,iShares Broad USD High Yield Corporate Bond UCITS ETF EUR Hedged (Acc),"0,22%",Capitalisation,Échantillonnage,IE000VSFIC94,-2.030000000000001
IE000LXEN6X4.SG,iShares EURO STOXX 50 ESG UCITS ETF EUR (Acc),"0,10%",Capitalisation,Réplication complète,IE000LXEN6X4,0.47000000000000064
PLAY.AS,iShares Digital Entertainment and Education UCITS ETF USD (Acc),"0,40%",Capitalisation,Réplication complète,IE00023EZQ82,-0.3066666666666625
EXXU.DE,iShares Dow Jones China Offshore 50 UCITS ETF (DE),"0,61%",Distribution,Réplication complète,DE000A0F5UE8,-0.5880000000000001
LQDH.SW,iShares USD Corporate Bond Interest Rate Hedged UCITS ETF,"0,25%",Distribution,Échantillonnage,IE00BCLWRB83,-0.4280000000000001
IEDL.L,iShares Edge MSCI Europe Value Factor UCITS ETF EUR (Dist),"0,25%",Distribution,Échantillonnage optimisé,IE00BG13YH41,0.43200000000000216
COPM.AS,iShares Copper Miners UCITS ETF USD (Acc),"0,55%",Capitalisation,Réplication complète,IE00063FT9K6,-0.49
IFSU.L,iShares STOXX USA Equity Multifactor UCITS ETF USD (Acc),"0,20%",Capitalisation,Échantillonnage optimisé,IE00BZ0PKS76,-0.17199999999999988
29ID.AS,iShares iBonds Dec 2029 Term USD Corporate UCITS ETF USD (Dist),"0,12%",Distribution,Échantillonnage,IE000Y247W99,0.0
IE000U99N3V1.SG,iShares iBonds Dec 2025 Term USD Treasury UCITS ETF USD (Acc),"0,10%",Capitalisation,Échantillonnage,IE000U99N3V1,-0.019999999999999574
IE00091SR7N7.SG,iShares Global High Yield Corporate Bond UCITS ETF EUR Hedged (Acc),"0,55%",Capitalisation,Échantillonnage,IE00091SR7N7,-4.630000000000001
SMUA.AS,iShares MSCI EMU SRI UCITS ETF EUR (Acc),"0,20%",Capitalisation,Réplication complète,IE00BJLKK341,0.6839999999999989
SUWU.SW,iShares MSCI World SRI UCITS ETF USD Hedged (Dist),"0,23%",Distribution,Réplication complète,IE00BMZ17X30,0.8666666666666648
IFRB.L,iShares France Government Bond UCITS ETF EUR (Dist),"0,20%",Distribution,Échantillonnage,IE00B7LGZ558,-0.15
IMBE.AS,iShares US Mortgage Backed Securities UCITS ETF EUR Hedged (Acc),"0,30%",Capitalisation,Échantillonnage,IE00BKP5L409,-1.9740000000000002
ISFE.L,iShares MSCI AC Far East ex-Japan Small Cap UCITS ETF,"0,74%",Distribution,Échantillonnage optimisé,IE00B2QWDR12,-0.0040000000000006255
IAEA.AS,iShares AEX UCITS ETF EUR (Acc),"0,30%",Capitalisation,Réplication complète,IE00BMTX2B82,-0.5060000000000002
IX5A.AS,iShares EUR Corporate Bond ex-Financials 1-5yr ESG SRI UCITS ETF EUR (Acc),"0,20%",Capitalisation,Échantillonnage,IE00BKT6BH25,-0.22999999999999998
IE00BL6K8C82.SG,iShares MSCI Europe Paris-Aligned Climate UCITS ETF EUR (Acc),"0,15%",Capitalisation,Réplication complète,IE00BL6K8C82,0.25
CEMG.L,iShares MSCI Emerging Markets Consumer Growth UCITS ETF USD (Acc),"0,60%",Capitalisation,Échantillonnage optimisé,IE00BKM4H197,-0.546
IE00BJ5JP212.SG,iShares MSCI World Consumer Discretionary Sector Advanced UCITS ETF USD (Dist),"0,18%",Distribution,Réplication complète,IE00BJ5JP212,-0.1059999999999988
OPEN.L,iShares Refinitiv Inclusion and Diversity UCITS ETF USD (Acc),"0,25%",Capitalisation,Échantillonnage optimisé,IE00BD0B9B76,-0.3319999999999993
IDSE.AS,iShares MSCI Europe SRI UCITS ETF USD (Acc),"0,20%",Capitalisation,Réplication complète,IE00BMDBMG37,0.23999999999999963
MVEE.DE,iShares Edge MSCI Europe Minimum Volatility Advanced UCITS ETF (Acc),"0,25%",Capitalisation,Échantillonnage optimisé,IE00BKVL7D31,0.3319999999999993
IFFI.AS,iShares MSCI AC Far East ex-Japan UCITS ETF USD (Acc),"0,74%",Capitalisation,Réplication complète,IE00BKPX3K41,-0.7079999999999999
SJPE.AS,iShares Core MSCI Japan IMI UCITS ETF EUR Hedged (Acc),"0,17%",Capitalisation,Échantillonnage optimisé,IE00BKT6FV49,14.666
IGEA.SW,iShares Emerging Asia Local Government Bond UCITS ETF,"0,50%",Distribution,Échantillonnage,IE00B6QGFW01,-0.2619999999999999
IEMD.L,iShares Edge MSCI Europe Momentum Factor UCITS ETF EUR (Dist),"0,25%",Distribution,Échantillonnage optimisé,IE00BG13YJ64,-0.11999999999999886
INGB.AS,iShares India INR Government Bond UCITS ETF USD (Dist),"0,35%",Distribution,Échantillonnage,IE0004L9EID2,0.18999999999999995
IT27.L,iShares iBonds Dec 2027 Term USD Treasury UCITS ETF USD (Acc),"0,10%",Capitalisation,Échantillonnage,IE0004OYBZA6,-0.040000000000000036
IE000CK5G8J7.SG,iShares Global Infrastructure UCITS ETF USD (Acc),"0,65%",Capitalisation,Réplication complète,IE000CK5G8J7,-0.22000000000000064
CEBU.DE,iShares USD Short Duration Corporate Bond UCITS ETF EUR Hedged (Acc),"0,25%",Capitalisation,Échantillonnage,IE000AWT6D61,-2.08
UPAD.L,iShares S&P 500 Paris-Aligned Climate UCITS ETF USD (Dist),"0,07%",Distribution,Réplication complète,IE000G4PH2B1,0.19333333333333277
CT2B.AS,iShares Smart City Infrastructure UCITS ETF USD (Dist),"0,40%",Distribution,Échantillonnage optimisé,IE00BKTLJB70,-0.36399999999999866
GAAA.L,iShares Global AAA-AA Government Bond UCITS USD (Acc),"0,20%",Capitalisation,Échantillonnage,IE00BZ171348,-0.15399999999999991
INCU.AS,iShares U.S. Equity High Income UCITS ETF USD (Dist),"0,35%",Distribution,Réplication complète,IE000WHL2ZK1,-4.3199999999999985
IE0000BH4WF5.SG,iShares EUR Corporate Bond ex-Financials UCITS ETF EUR (Acc),"0,20%",Capitalisation,Échantillonnage,IE0000BH4WF5,-0.11333333333333358
FXAC.AS,iShares China Large Cap UCITS ETF USD (Acc),"0,74%",Capitalisation,Réplication complète,IE000QOU09J7,-0.9399999999999977
IEQD.L,iShares Edge MSCI Europe Quality Factor UCITS ETF EUR (Dist),"0,25%",Distribution,Échantillonnage optimisé,IE00BG13YG34,0.043999999999999775
EPAD.AS,iShares MSCI Europe Paris-Aligned Climate UCITS ETF EUR (Dist),"0,15%",Distribution,Réplication complète,IE000HH3SU50,0.24666666666666615
EYED.L,iShares MSCI Europe Energy Sector UCITS ETF EUR (Dist),"0,18%",Distribution,Réplication complète,IE000UDV9YG1,0.5300000000000002
MVED.L,iShares Edge MSCI Europe Minimum Volatility UCITS ETF EUR (Dist),"0,25%",Distribution,Échantillonnage optimisé,IE00BG13YK79,0.21000000000000085
IEFS.L,iShares Edge MSCI Europe Size Factor UCITS ETF,"0,25%",Capitalisation,Échantillonnage optimisé,IE00BQN1KC32,0.23799999999999955
IE000IZO7033.SG,iShares EUR Green Bond UCITS ETF EUR (Acc),"0,20%",Capitalisation,Échantillonnage,IE000IZO7033,-0.13999999999999968
CEB0.DE,iShares China CNY Bond UCITS ETF EUR Hedged (Dist),"0,40%",Distribution,Réplication complète,IE000W336086,0.10999999999999943
CEBW.DE,iShares US Mortgage Backed Securities UCITS ETF EUR Hedged (Dist),"0,30%",Distribution,Échantillonnage,IE000EEJLWG1,-2.2699999999999996
IE000CR424L6.SG,iShares MSCI Europe SRI UCITS ETF EUR Hedged (Dist),"0,23%",Distribution,Réplication complète,IE000CR424L6,0.3866666666666667
BTEE.L,iShares Nasdaq US Biotechnology UCITS ETF USD (Dist),"0,35%",Distribution,Échantillonnage optimisé,IE00BDZVHG35,-0.184
SAWI.AS,iShares MSCI ACWI SRI UCITS ETF USD (Dist),"0,20%",Distribution,Réplication complète,IE00013A2XD6,-0.019999999999999574
36BD.DE,iShares USD Development Bank Bonds UCITS ETF USD (Acc),"0,15%",Capitalisation,Échantillonnage,IE00BKRWN659,-0.12599999999999997
SAOT.AS,iShares STOXX Europe 600 Automobiles & Parts UCITS ETF (DE) EUR (Acc),"0,41%",Capitalisation,Réplication complète,DE000A2QP4A8,0.2233333333333333
EMID.L,iShares MSCI Europe Mid Cap UCITS ETF,"0,15%",Distribution,Échantillonnage optimisé,IE00BYXYX745,0.3380000000000024
CBU0.DE,iShares Core GBP Corporate Bond UCITS ETF EUR Hedged (Acc),"0,25%",Capitalisation,Échantillonnage,IE000H22E3N8,-2.0700000000000003
UEEH.DE,iShares Edge MSCI World Minimum Volatility UCITS ETF USD (Dist),"0,30%",Distribution,Échantillonnage optimisé,IE00BMCZLJ20,0.11000000000000061
